Species	Collection/Museum No.	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15
Prehousia indenta	USGS 2505-CO	8.162	3.398	8.23	4.436	8.189	5.391	8.38	10.741	8.435	12.133	NA	NA	11.765	4.818	5.118	6.578	NA	NA	4.75	8.557	NA	NA	5.841	10.359	11.069	10.468	5.992	11.151	NA	NA
Prehousia indenta	USGS 2505-CO	16.462	2.72	16.491	4.438	16.434	6.241	16.434	14.286	16.376	16.176	11.08	4.982	NA	NA	11.796	7.787	NA	NA	11.28	11.051	NA	NA	12.655	13.599	NA	NA	13.084	15.088	NA	NA
Prehousia indenta	USGS 2505-CO	6.334	3.784	6.376	4.244	6.355	4.976	6.428	7.401	6.418	7.965	4.683	4.589	NA	NA	4.934	5.373	7.693	5.289	NA	NA	7.944	6.334	5.31	7.212	7.484	7.139	NA	NA	7.516	7.599
Prehousia indenta	USGS 2505-CO	6.489	2.336	6.509	3.122	6.499	4.061	6.458	8.345	6.427	9.345	3.561	3.561	9.437	3.765	3.867	4.999	9.039	4.999	3.601	6.489	NA	NA	4.397	7.774	8.417	7.876	4.458	8.58	NA	NA
Prehousia indenta	USGS 2505-CO	7.26	2.529	7.23	3.407	7.171	4.82	6.948	9.298	6.933	10.355	4.225	3.943	NA	NA	4.567	5.683	9.641	5.772	NA	NA	9.73	7.513	4.969	8.927	8.956	9.001	NA	NA	8.793	9.894
Prehousia indenta	USGS 2505-CO	9.251	3.443	9.24	4.224	9.218	5.588	8.998	9.702	8.943	10.483	6.391	4.422	NA	NA	6.754	6.116	NA	NA	6.501	7.766	NA	NA	7.051	9.031	NA	NA	7.073	9.691	NA	NA
Prehousia indenta	USGS 2505-CO	6.07	1.966	6.11	2.749	6.19	4.033	6.15	8.046	6.28	8.899	3.14	3.491	NA	NA	3.853	4.776	8.267	4.685	3.592	6.421	8.528	6.341	NA	NA	7.946	7.565	NA	NA	7.956	8.327
Prehousia indenta	USGS 2505-CO	7.637	3.234	7.648	3.954	7.595	4.924	7.616	8.284	7.616	9.15	5.06	4.403	10.047	4.518	5.54	5.53	NA	NA	5.331	6.99	9.755	7.084	5.978	8.075	9.16	8.148	NA	NA	9.098	8.879
Prehousia indenta	USGS 2505-CO	7.433	3.427	7.433	4.495	7.477	5.934	7.566	11.201	7.596	12.343	NA	NA	11.067	5.207	4.465	7.076	10.518	7.106	4.169	9.168	10.8	9.198	5.044	10.874	NA	NA	5.222	11.779	NA	NA
Prehousia indenta	USGS 2505-CO	8.133	10.25	8.119	11.252	8.063	12.854	7.687	17.38	7.632	18.132	4.707	11.851	11.42	12.353	NA	NA	10.668	13.996	NA	NA	10.626	15.904	NA	NA	9.707	17.032	5.515	17.366	NA	NA
Prehousia indenta	McG03.6	19.685	6.422	19.786	8.069	19.862	10.146	19.862	16.759	19.786	18.279	NA	NA	24.599	9.057	15.834	11.717	23.738	11.54	NA	NA	24.143	14.073	16.746	16.455	22.75	16.48	16.873	17.671	22.75	17.671
Prehousia indenta	McG03.6	22.951	13.006	22.976	13.92	22.951	15.039	23.002	18.435	23.028	19.246	20.493	14.408	25.408	14.408	20.828	15.721	25.035	15.643	20.622	17.264	25.266	17.097	21.497	18.384	24.494	18.216	NA	NA	24.494	18.911
Prehousia indenta	McG03.6	17.441	10.142	17.451	10.974	17.472	11.949	17.605	15.265	17.585	16.035	14.967	11.538	19.741	11.477	15.47	12.678	19.412	12.647	15.316	14.043	19.71	14.012	16.065	15.07	18.981	15.059	16.035	15.645	18.96	15.645
Prehousia indenta	McG03.6	19.347	8.259	19.286	8.982	19.133	9.938	18.858	13.233	18.797	13.956	NA	NA	21.595	9.622	NA	NA	21.076	10.731	NA	NA	21.178	12.155	17.445	12.898	NA	NA	17.363	13.376	NA	NA
Prehousia indenta	McG03.6	14.46	6.532	14.524	7.15	14.508	8.103	14.676	10.853	14.676	11.43	12.328	7.703	16.608	7.582	12.824	8.793	16.215	8.665	NA	NA	16.415	9.867	13.474	10.749	15.83	10.668	NA	NA	15.854	11.093
Prehousia indenta	McG03.6	17.329	5.77	17.407	6.937	17.329	8.767	17.387	13.534	17.426	14.663	13.379	7.852	21.221	7.774	14.157	9.856	20.345	9.701	14.04	11.861	NA	NA	15.208	13.301	19.528	13.242	15.208	14.021	19.489	14.079
Prehousia indenta	McG03.6	17.928	8.252	17.881	9.17	17.892	10.441	18.104	15.232	18.14	16.185	NA	NA	21.459	9.664	15.055	11.654	20.776	11.336	NA	NA	21.165	13.066	NA	NA	20.27	14.902	NA	NA	20.282	15.656
Prehousia indenta	McG03.6	14.133	5.983	14.133	6.708	14.076	7.755	14.004	10.815	13.996	11.532	11.515	7.183	16.581	7.409	NA	NA	16.138	8.48	NA	NA	16.267	9.824	12.49	10.565	15.494	10.702	12.458	11.137	15.453	11.346
Prehousia indenta	McG03.6	19.573	5.767	19.541	6.756	19.436	8.124	19.225	12.47	19.194	13.311	16.384	7.377	22.456	7.587	16.847	8.881	21.877	9.092	NA	NA	22.13	11.049	17.363	12.007	20.983	12.143	17.331	12.775	NA	NA
Prehousia indenta	McG03.6	13.367	19.689	13.39	20.876	13.299	22.561	13.243	27.571	13.186	28.702	NA	NA	16.941	21.498	9.793	23.783	NA	NA	9.533	25.807	NA	NA	NA	NA	15.448	27.073	NA	NA	15.448	28.148
Prehousia indenta	ICS-1358	33.738	21.735	33.758	22.676	33.718	23.985	33.718	28.34	33.718	29.649	30.405	23.453	37.01	23.535	30.855	24.823	NA	NA	30.63	26.52	NA	NA	31.427	28.074	35.742	27.992	31.468	28.994	35.742	28.892
Prehousia indenta	ICS-1358	26.254	13.397	26.284	14.07	26.284	15.073	26.254	18.651	26.254	19.459	23.979	14.519	NA	NA	24.189	15.792	NA	NA	24.024	17.034	NA	NA	24.668	18.351	NA	NA	24.698	18.95	NA	NA
Prehousia indenta	ICS-1358	28.075	16.56	28.091	17.671	28.025	19.314	27.992	24.64	27.959	26.084	23.976	18.435	32.107	18.534	24.59	20.459	31.31	20.525	24.275	22.317	31.526	22.184	25.32	24.076	30.464	24.225	NA	NA	30.348	25.221
Prehousia indenta	ICS-1358	17.412	9.599	17.422	10.367	17.432	11.246	17.452	14.638	17.512	15.387	NA	NA	19.677	10.846	15.417	11.924	19.368	11.864	15.207	13.112	19.587	13.082	15.895	14.269	18.959	14.279	15.925	14.948	18.889	14.888
Prehousia indenta	ICS-1384	12.688	6.78	12.757	7.464	12.842	8.593	13.116	12.329	13.159	13.201	NA	NA	15.074	7.772	NA	NA	14.894	9.209	NA	NA	15.168	10.876	11.38	12.124	14.638	11.885	11.526	12.723	14.621	12.62
Prehousia indenta	USGS 2594-CO	4.29	3.112	4.281	3.593	4.271	4.202	4.241	6.44	4.192	6.951	2.867	3.75	NA	NA	3.083	4.565	NA	NA	5.557	5.665	NA	NA	5.105	6.303	NA	NA	5.095	6.774	NA	NA
Prehousia indenta	USGS 2597-CO	17.775	1.14	17.811	2.263	17.757	3.946	17.866	9.141	17.848	10.299	13.992	3.131	NA	NA	14.843	5.231	NA	NA	14.517	6.788	NA	NA	15.386	8.507	NA	NA	15.295	9.666	NA	NA
Prehousia indenta	USGS 2597-CO	14.008	3.477	13.971	4.157	13.925	5.123	13.787	8.222	13.732	8.912	11.625	4.58	16.169	4.81	12.012	5.546	15.599	5.923	NA	NA	15.755	7.404	NA	NA	15.249	8.158	12.223	8.36	NA	NA
Prehousia indenta	USGS 2597-CO	9.247	2.507	9.247	3.106	9.215	4.001	9.207	7.123	9.183	7.834	7.043	3.458	11.323	3.681	7.458	4.576	10.804	4.703	7.291	6.205	NA	NA	7.841	6.779	NA	NA	7.794	7.291	NA	NA
Prehousia indenta	USGS 2597-CO	6.194	2.254	6.203	2.932	6.221	3.848	6.276	7.146	6.322	7.779	4.141	3.298	8.191	3.454	NA	NA	7.797	4.627	NA	NA	8.008	5.983	4.801	6.642	7.577	6.725	4.838	7.21	NA	NA
Prehousia indenta	USGS 2597-CO	14.074	5.081	14.095	5.851	14.095	6.821	14.053	10.943	14.053	11.913	NA	NA	16.92	6.642	NA	NA	16.435	7.738	11.249	9.636	16.688	9.572	12.018	10.711	15.898	10.5	12.06	11.554	NA	NA
Prehousia indenta	USGS 2597-CO	14.783	2.683	14.734	3.386	14.617	4.576	14.461	8.733	14.344	9.67	11.846	3.747	NA	NA	NA	NA	16.842	5.835	12.012	6.967	16.959	7.357	12.529	8.197	NA	NA	12.558	8.899	NA	NA
Prehousia indenta	USGS 2597-CO	3.94	1.801	3.951	2.436	3.951	3.336	4.084	5.977	4.114	6.601	NA	NA	5.711	2.794	NA	NA	5.383	3.828	2.415	5.035	5.588	5.046	NA	NA	5.158	5.752	NA	NA	5.148	6.356
Prehousia indenta	USGS 2597-CO	18.522	8.184	18.564	8.741	18.574	9.38	18.687	11.915	18.677	12.575	NA	NA	20.44	8.998	NA	NA	20.151	9.864	NA	NA	20.213	11.05	NA	NA	19.842	11.74	NA	NA	19.832	12.317
Prehousia indenta	USGS 2597-CO	4.205	1.889	4.265	2.448	4.316	3.067	4.448	5.484	4.489	5.972	NA	NA	6.083	2.691	2.783	3.849	5.799	3.412	NA	NA	6.083	4.387	NA	NA	5.433	5.169	NA	NA	5.403	5.636
Prehousia indenta	USGS 2597-CO	4.332	2.19	4.324	2.563	4.324	3.126	4.348	4.951	4.324	5.395	2.809	2.832	NA	NA	NA	NA	5.411	3.396	3.174	4.316	5.522	4.372	3.451	4.808	5.157	4.784	3.499	5.189	5.094	5.22
Prehousia indenta	USGS 2597-CO	10.274	2.808	10.336	3.504	10.367	4.315	10.638	7.279	10.669	7.872	8.36	3.868	12.281	3.785	8.662	4.731	11.99	4.69	8.631	6.073	NA	NA	9.203	6.998	NA	NA	9.255	7.445	NA	NA
Prehousia indenta	USGS 2598-CO	16.549	2.225	16.532	3.464	16.49	5.606	16.741	11.378	16.75	12.6	12.299	4.3	20.498	3.999	13.102	6.743	19.979	6.626	12.784	9.237	NA	NA	13.771	10.793	NA	NA	14.031	11.78	19.126	11.646
Prehousia indenta	USGS 1440-CO	11.064	2.203	11.177	4.105	11.115	6.684	11.19	14.769	11.24	16.559	NA	NA	17.097	4.881	5.97	8.386	16.096	8.286	5.582	11.265	16.597	11.039	7.209	13.993	15.045	13.868	NA	NA	14.857	15.045
Prehousia prima	USGS 2502-CO	13.724	2.399	13.687	3.333	13.497	4.861	13.245	10.315	13.055	11.755	NA	NA	18.093	4.937	NA	NA	17.449	6.641	NA	NA	17.727	8.699	NA	NA	15.694	9.987	NA	NA	15.568	11.098
Prehousia prima	USGS 2502-CO	14.239	4.827	14.268	5.371	14.288	6.187	14.326	9.15	14.317	9.907	NA	NA	16.755	6.148	12.199	7.061	16.23	6.945	12.034	8.246	NA	NA	13.083	8.916	15.531	8.897	13.229	9.557	NA	NA
Prehousia prima	USGS 2502-CO	17.427	3.073	17.49	3.996	17.503	5.033	17.579	9.46	17.629	10.433	14.164	4.856	NA	NA	14.468	6.058	NA	NA	14.152	8.056	20.943	7.778	15.53	9.004	19.463	9.004	15.657	9.94	NA	NA
Prehousia prima	USGS 2502-CO	13.623	2.558	13.67	3.217	13.607	4.033	13.685	7.172	13.717	8.051	11.08	3.908	16.212	4.065	11.52	4.865	15.694	4.881	11.3	6.215	15.883	6.293	12.069	7.015	15.129	7.094	12.195	7.69	15.02	7.643
Prehousia prima	USGS 2502-CO	11.819	3.374	11.799	3.835	11.809	4.433	11.731	7.062	11.75	7.582	9.798	4.374	NA	NA	10.102	5.12	13.398	5.149	9.926	6.238	NA	NA	10.544	6.964	NA	NA	10.593	7.268	NA	NA
Prehousia prima	USGS 2503-CO	8.943	3.352	8.927	4.415	8.831	5.785	8.686	10.716	8.653	11.796	4.947	5.124	12.65	5.398	NA	NA	11.957	7.139	5.189	9.056	12.15	8.943	6.462	10.394	10.813	10.555	6.575	11.344	10.732	11.457
Prehousia prima	USGS 2503-CO	11.955	2.764	11.991	3.282	11.941	3.923	11.984	6.125	12.02	6.644	10.264	3.764	NA	NA	10.502	4.405	13.381	4.347	NA	NA	13.453	5.319	NA	NA	12.956	5.967	NA	NA	12.87	6.428
Prehousia prima	USGS 2503-CO	6.677	1.65	6.662	2.498	6.536	3.425	6.615	6.442	6.63	7.102	4.195	3.079	8.909	3.127	4.509	4.101	NA	NA	4.352	5.389	NA	NA	5.122	6.206	7.997	6.206	5.138	6.74	7.95	6.819
Prehousia prima	USGS 2503-CO	6.393	5.917	6.424	6.504	6.44	7.265	6.456	9.978	6.488	10.565	4.315	6.916	8.391	6.9	4.664	7.773	NA	NA	4.505	8.978	NA	NA	5.203	9.819	7.614	9.803	5.298	10.358	7.646	10.2
Prehousia prima	USGS 2503-CO	14.483	3.162	14.463	3.74	14.402	4.5	14.25	6.76	14.27	7.399	12.466	4.074	NA	NA	12.73	4.895	15.912	5.037	NA	NA	16.014	5.97	NA	NA	15.345	6.801	NA	NA	15.284	7.176
Prehousia prima	USGS 2503-CO	9.947	4.209	9.979	5.376	9.932	6.653	9.932	11.035	9.884	11.965	6.243	6.18	13.227	6.337	6.936	7.551	NA	NA	6.668	9.679	13.069	9.553	7.882	10.799	11.729	10.83	7.898	11.697	11.603	11.666
Prehousia prima	USGS 2404-CO	19.366	3.449	19.382	4.76	19.319	6.476	19.273	12.64	19.46	14.279	NA	NA	23.502	5.587	15.605	7.771	NA	NA	15.231	10.549	23.392	10.58	16.573	12.157	22.004	12.266	16.698	13.187	21.879	13.343
Prehousia prima	USGS 2404-CO	15.639	3.6	15.639	4.404	15.526	5.433	15.478	8.663	15.494	9.338	13.196	4.79	NA	NA	13.63	5.834	17.407	6.14	13.372	7.217	17.471	7.586	NA	NA	16.635	8.518	NA	NA	16.651	9.033
Prehousia prima	USGS 2404-CO	10.653	2.529	10.627	4.394	10.499	6.386	10.244	13.871	10.167	15.455	4.854	5.365	NA	NA	5.722	8.149	14.842	8.353	5.007	11.01	NA	NA	NA	NA	13.616	13.233	6.77	14.484	NA	NA
Prehousia prima	USGS 2560-CO	7.708	3.115	7.708	4.195	7.665	5.589	7.495	10.538	7.409	11.576	NA	NA	11.263	5.205	NA	NA	11.079	6.385	NA	NA	11.15	8.362	NA	NA	9.813	10.197	NA	NA	9.699	11.093
Prehousia prima	USGS 2560-CO	8.585	2.484	8.482	3.219	8.482	4.16	8.453	7.394	8.423	8.1	NA	NA	11.011	3.837	6.277	4.836	NA	NA	6.086	6.218	10.775	6.351	6.894	7.188	9.923	7.188	6.983	7.703	NA	NA
Prehousia prima	USGS 2560-CO	7.946	1.465	7.946	2.161	7.873	3.21	7.776	7.092	7.702	7.849	NA	NA	10.693	2.893	NA	NA	10.339	4.199	NA	NA	10.534	5.664	5.993	6.762	NA	NA	6.018	7.348	9.35	7.434
Prehousia prima	PR13	14.845	7.104	14.837	7.584	14.814	8.236	14.822	10.429	14.814	10.932	NA	NA	16.291	7.835	13.446	8.7	16.111	8.692	13.36	9.541	16.197	9.462	13.808	10.264	15.718	10.248	NA	NA	15.671	10.649
Prehousia prima	PR13	21.261	10.44	21.215	11.202	21.181	12.311	21.1	16.272	21.053	17.104	18.27	11.56	24.022	11.699	18.721	13.143	NA	NA	18.455	14.517	NA	NA	19.183	15.833	22.855	15.88	19.275	16.526	22.717	16.549
Prehousia prima	PR13	22.369	12.321	22.416	13.254	22.334	14.349	22.369	18.872	22.416	20.003	19.198	13.65	NA	NA	19.525	15.48	25.143	15.468	19.198	17.065	NA	NA	20.143	18.65	24.619	18.662	NA	NA	24.607	19.362
Prehousia prima	PR13	17.52	12.116	17.544	12.776	17.567	13.702	17.59	17.486	17.578	18.261	14.894	13.389	NA	NA	15.09	14.651	NA	NA	14.975	15.993	NA	NA	15.738	17.22	19.187	17.173	15.831	17.833	19.106	17.787
Prehousia prima	PR13	5.045	2.06	5.073	2.38	5.093	2.873	5.205	4.763	5.198	5.222	3.794	2.658	6.282	2.575	3.912	3.297	6.247	3.207	NA	NA	6.407	3.978	4.308	4.631	5.92	4.569	NA	NA	5.893	4.958
Prehousia prima	PR13	24.961	10.41	25.029	11.195	25.029	12.535	25.056	16.582	25.056	17.421	22.092	11.614	27.709	11.506	22.43	13.225	27.411	13.198	22.308	14.768	27.669	14.646	23.161	16.284	26.721	16.23	23.174	16.799	26.708	16.745
Pterocephalia concava	USGS 2297-CO	5.986	3.86	6.292	5.87	6.438	6.613	6.7	10.298	6.773	11.128	3.321	7.006	NA	NA	3.889	7.822	8.943	7.268	NA	NA	9.366	9.511	4.967	10.196	8.288	9.875	NA	NA	8.346	10.604
Pterocephalia concava	USGS 2543-CO	3.62	5.435	3.62	6.076	3.62	6.367	3.62	7.932	3.62	8.298	2.397	6.434	4.802	6.35	NA	NA	4.603	6.65	2.505	7.774	NA	NA	2.93	7.882	4.253	7.849	2.971	8.148	NA	NA
Pterocephalia concava	USGS 2543-CO	14.013	3.42	14.001	5.022	13.989	5.679	13.894	8.693	13.87	9.35	11.754	5.811	15.998	5.823	11.981	6.421	15.795	6.325	11.957	8.083	15.831	8.035	12.602	8.453	15.137	8.418	NA	NA	15.137	8.956
Pterocephalia concava	USGS 2543-CO	7.065	2.601	6.945	5.607	6.87	6.043	6.75	10.132	6.735	10.959	3.728	6.404	9.967	6.524	4.014	7.216	9.636	7.201	NA	NA	9.621	9.41	NA	NA	8.509	9.937	NA	NA	8.403	10.643
Pterocephalia concava	USGS 2607-CO	3.902	1.7	3.914	2.921	3.868	3.286	3.891	5.295	3.914	5.854	2.1	3.298	NA	NA	2.271	3.709	NA	NA	2.259	5.181	NA	NA	2.933	5.238	NA	NA	3.001	5.637	NA	NA
Pterocephalia concava	USGS 3023-CO	7.338	3.374	7.357	7.357	7.357	8.094	7.283	12.815	7.357	14.105	3.3	8.426	11.044	8.537	3.761	9.311	10.639	9.367	NA	NA	10.989	12.206	NA	NA	9.496	12.501	NA	NA	9.44	13.534
Pterocephalia concava	USGS 3023-CO	9.79	2.832	10.167	8.765	10.221	9.871	10.383	16.236	10.437	17.584	4.693	10.302	15.399	9.979	NA	NA	14.806	11.057	5.259	15.346	15.292	14.887	7.417	15.885	13.269	15.642	7.524	16.937	13.161	16.964
Pterocephalia concava	USGS 3028-CO	9.386	2.672	9.432	7.481	9.456	8.224	9.386	13.545	9.537	14.822	4.902	8.55	NA	NA	5.32	9.781	NA	NA	5.227	13.219	NA	NA	6.877	13.103	NA	NA	6.877	14.125	NA	NA
Pterocephalia concava	USGS 3028-CO	11.625	2.279	11.636	3.376	11.647	3.658	11.701	6.1	11.733	6.599	NA	NA	13.199	3.68	10.225	4.266	13.047	4.157	10.312	5.85	13.242	5.677	10.746	5.894	12.667	5.818	10.789	6.23	NA	NA
Pterocephalia concava	PR06	39.889	16.097	39.07	26.411	38.907	27.829	38.034	38.088	37.979	40.434	30.612	28.048	47.037	29.084	31.267	30.721	45.837	31.704	30.449	34.978	NA	NA	33.832	36.833	42.726	37.215	33.723	39.07	42.508	39.561
Pterocephalia concava	PR06	20.532	10.68	20.599	13.742	20.612	14.343	20.719	18.073	20.706	18.968	17.738	14.731	NA	NA	18.032	15.466	NA	NA	17.872	17.832	NA	NA	18.955	17.939	22.337	17.885	19.035	18.527	22.27	18.527
Pterocephalia concava	USGS 3028-CO	6.521	2.107	6.401	3.926	6.302	4.443	5.884	8.181	5.785	9.006	3.638	4.483	NA	NA	3.757	5.278	NA	NA	3.558	7.415	NA	NA	4.294	7.813	NA	NA	4.254	8.34	NA	NA
Pterocephalia elongata	USGS 873-CO	18.117	8.093	18.164	10.024	18.164	10.383	18.187	13.585	18.233	14.302	15.967	10.649	NA	NA	16.071	11.227	NA	NA	15.794	12.972	NA	NA	16.638	13.354	19.678	13.146	16.603	13.909	NA	NA
Pterocephalia elongata	USGS 873-CO	19.862	7.667	19.689	10.61	19.7	11.139	19.657	15.527	19.657	16.606	NA	NA	22.644	11.3	NA	NA	22.288	12.346	NA	NA	22.536	14.524	17.856	15.236	21.393	15.258	17.921	15.991	21.436	15.969
Pterocephalia elongata	USGS 2300-CO	5.139	0.905	5.052	2.07	5.032	2.456	4.886	4.713	4.832	5.145	3.628	2.383	NA	NA	3.701	2.829	6.224	2.895	3.508	4.16	6.463	4.207	3.967	4.526	NA	NA	3.881	4.846	NA	NA
Pterocephalia elongata	USGS 2544-CO	24.269	14.976	24.299	18.023	24.208	18.845	24.132	22.288	24.086	23.096	21.191	18.571	NA	NA	21.542	19.485	26.646	19.622	21.268	21.1	26.783	21.085	22.288	22.106	25.762	22.151	22.41	22.822	25.777	22.73
Pterocephalia elongata	USGS 2300-CO	29.728	12.247	29.697	14.399	29.681	14.972	29.728	18.874	29.805	19.756	26.925	14.817	32.36	14.941	27.157	15.886	32.143	15.886	27.018	17.945	32.391	17.914	27.962	18.549	31.524	18.564	NA	NA	31.539	19.276
Pterocephalia sanctisabae	ICS-1840	27.792	11.156	28.04	18.263	28.075	19.076	28.464	24.345	28.535	25.759	22.736	19.536	32.884	18.687	NA	NA	32.707	19.819	NA	NA	33.238	23.249	25.671	24.309	30.975	23.885	NA	NA	31.01	25.299
Pterocephalia sanctisabae	USNM 93019-2	31.09	13.112	30.885	19.463	30.91	20.359	30.808	27.453	30.885	29.374	24.201	21.333	NA	NA	24.585	22.792	36.596	23.048	24.636	25.891	36.032	26.045	27.504	26.89	33.932	26.992	27.3	28.221	NA	NA
Pterocephalia sanctisabae	USNM 152866	23.489	10.225	23.479	13.773	23.509	14.293	23.489	17.212	23.519	18.131	20.54	14.163	26.267	14.263	20.89	14.863	NA	NA	20.74	16.602	NA	NA	21.989	16.992	24.838	17.022	21.969	17.572	24.888	17.701
Sigmocheilus flabellifer	USGS 2302-CO	12.605	4.276	12.573	5.317	12.573	5.75	12.581	8.432	12.573	9.081	10.547	5.542	NA	NA	10.699	6.278	14.382	6.27	10.587	7.92	NA	NA	11.403	8.232	13.654	8.232	11.403	8.705	13.646	8.729
Sigmocheilus flabellifer	USGS 2302-CO	9.48	3.186	9.461	5.051	9.519	6.147	9.5	10.974	9.48	12.051	5.807	5.224	NA	NA	NA	NA	12.653	7.282	NA	NA	13.249	9.935	7.269	10.358	11.596	10.435	7.23	11.339	11.576	11.358
Sigmocheilus flabellifer	USGS 2551-CO	7.534	5.005	7.521	6.153	7.507	6.673	7.548	9.736	7.534	10.501	5.497	6.509	9.558	6.481	NA	NA	9.298	7.425	5.374	9.134	NA	NA	6.304	9.462	NA	NA	6.235	9.872	8.779	9.941
Sigmocheilus flabellifer	USGS 2552-CO	13.106	4.83	13.106	6.478	13.141	7.02	13.083	10.017	13.06	10.778	10.893	6.605	NA	NA	11.158	7.539	15.112	7.723	NA	NA	15.262	9.798	11.769	9.878	14.328	9.844	11.85	10.386	NA	NA
Sigmocheilus flabellifer	USGS 2552-CO	15.001	4.099	15.133	6.788	15.163	8.154	15.339	13.047	15.552	14.369	NA	NA	19.129	7.647	11.497	8.742	NA	NA	NA	NA	19.284	12.231	NA	NA	17.366	12.65	NA	NA	17.521	13.598
Sigmocheilus flabellifer	USGS 2552-CO	17.43	5.098	17.452	6.712	17.486	7.624	17.552	11.631	17.53	12.599	14.447	7.201	20.346	7.112	14.736	8.604	NA	NA	NA	NA	20.747	10.763	NA	NA	19.189	11.364	15.794	12.099	19.133	12.01
Sigmocheilus flabellifer	USGS 2552-CO	6.344	2.224	6.572	3.778	6.658	4.533	6.928	7.998	6.971	8.881	3.935	4.405	NA	NA	4.348	5.403	8.953	5.089	NA	NA	9.523	7.242	NA	NA	8.397	7.641	NA	NA	8.554	8.283
Sigmocheilus flabellifer	USGS 2553-CO	5.347	1.898	5.368	2.565	5.395	3.061	5.443	5.102	5.443	5.545	NA	NA	6.749	2.735	4.204	3.327	6.64	3.259	NA	NA	6.8	4.626	4.565	4.898	6.211	4.885	4.579	5.225	6.225	5.177
Sigmocheilus flabellifer	USGS 2553-CO	11.308	2.693	11.188	3.534	11.124	4.015	10.964	6.371	10.924	6.852	NA	NA	12.671	3.927	NA	NA	12.446	4.632	NA	NA	12.446	5.923	NA	NA	11.837	6.243	NA	NA	11.845	6.588
Sigmocheilus flabellifer	USGS 2553-CO	12.291	3.275	12.338	4.206	12.306	4.802	12.195	7.56	12.187	8.18	NA	NA	14.191	4.611	NA	NA	13.968	5.374	NA	NA	14.111	7.004	11.09	7.282	13.253	7.354	11.042	7.751	NA	NA
Sigmocheilus flabellifer	USGS 3035-CO	5.831	11.431	5.785	12.634	5.704	13.479	5.6	16.602	5.519	17.296	NA	NA	8.284	12.993	3.355	14.103	7.809	14.069	3.043	16.174	8.099	16.128	4.038	16.209	7.15	16.301	4.177	16.753	NA	NA
Sigmocheilus flabellifer	USGS 3035-CO	17.279	3.288	17.266	4.252	17.229	4.746	17.093	7.317	17.081	7.898	NA	NA	19.046	4.585	15.462	5.24	18.823	5.315	15.19	6.971	18.873	7.033	15.981	7.07	18.144	7.144	15.944	7.477	NA	NA
Sigmocheilus flabellifer	USGS 2553-CO	6.38	1.55	6.41	2.378	6.395	2.884	6.462	5.21	6.492	5.717	4.599	2.795	7.982	2.601	4.8	3.332	7.845	3.19	4.86	4.852	8.079	4.584	5.441	5.143	7.453	4.852	5.523	5.478	NA	NA
Sigmocheilus flabellifer	CC001K	20.089	10.859	20.089	11.73	20.089	12.132	20.124	14.391	20.147	14.826	NA	NA	21.637	11.948	18.805	12.51	21.454	12.487	18.461	14.173	21.626	14.07	19.264	14.287	20.972	14.276	19.241	14.689	21.018	14.643
Sigmocheilus flabellifer	CC001K	20.52	9.551	20.436	11.16	20.383	12.081	20.383	15.904	20.383	16.931	17.566	11.764	NA	NA	17.736	12.516	NA	NA	17.545	15.322	NA	NA	NA	NA	22.035	15.819	NA	NA	22.056	16.55
Sigmocheilus flabellifer	CC001K	18.533	8.249	18.533	10.239	18.51	11.647	18.421	17.035	18.331	18.331	NA	NA	21.998	10.865	NA	NA	21.864	12.743	NA	NA	22.579	16.141	NA	NA	20.701	16.834	NA	NA	20.723	17.661
Sigmocheilus flabellifer	CC001K	28.419	13.363	28.463	15.204	28.508	16.318	28.686	20.891	28.716	21.945	24.93	15.976	31.863	15.872	25.375	17.238	31.626	17.164	25.152	20.149	31.982	19.97	26.622	20.594	30.527	20.475	26.474	21.366	NA	NA
Sigmocheilus flabellifer	CC001K	19.537	8.62	19.495	10.738	19.495	11.992	19.611	16.776	19.621	17.861	15.828	11.56	23.088	11.444	NA	NA	22.751	12.898	NA	NA	23.204	16.07	17.419	16.565	21.592	16.544	NA	NA	21.697	17.429
Sigmocheilus flabellifer	CC001K	20.444	8.79	20.533	11.577	20.577	13.257	20.809	19.361	20.787	20.776	NA	NA	25.42	12.306	15.955	14.695	NA	NA	15.513	18.542	NA	NA	17.835	19.007	23.43	18.786	17.702	20.179	23.496	19.936
Sigmocheilus flabellifer	PR07	5.589	1.89	5.564	2.405	5.526	2.808	5.442	4.492	5.408	4.889	4.259	2.613	6.806	2.746	4.357	3.08	6.653	3.205	4.204	4.137	NA	NA	4.712	4.395	6.173	4.465	NA	NA	6.111	4.792
Sigmocheilus flabellifer	PR59	20.669	12.47	20.693	13.701	20.751	14.687	20.798	17.725	20.786	18.358	18.464	14.241	22.851	14.147	18.675	15.332	22.745	15.168	18.499	17.103	NA	NA	19.402	17.514	22.124	17.396	19.461	18.042	NA	NA
Sigmocheilus flabellifer	PR59	22.267	10.116	22.291	11.598	22.291	12.598	22.208	16.303	22.244	17.115	19.538	12.069	24.996	12.116	19.668	13.151	24.761	13.492	19.197	15.75	NA	NA	20.573	16.08	23.855	16.08	20.573	16.656	23.808	16.703
